ticker,annee,trimestre,norme_comptable,total_actif,capitaux_propres_pg,dettes_financieres_lt,dettes_financieres_ct,tresorerie_nette,creances_clients,chiffre_d_affaires_pnb,resultat_brut_exploitation,resultat_net_pg,cout_du_risque,dotations_amortissements,flux_tresorerie_operationnel,capex,nombre_actions_circulation,dividende_par_action,prix_cloture
ADI,2021.0,Q2,IFRS,1293921913109914.0,,,,48.0,,2021.0,,,,2838622520.0,,,,,
ADI,2022.0,Q2,IFRS,,,,,84.0,,12.0,,,,99.93,,,,,
ADI,2024.0,Q2,IFRS,,,,,3396.0,2023.0,852.0,,,,,,,,,
ADI,2020.0,S1,IFRS,,,,,20.0,,37.0,,,,2252026700.0,,,,,
ADI,2025.0,S1,IFRS,,,,,33.0,2024.0,1.0,,,,,,,,,
ADI,2019.0,S1,IFRS,,,,,,,,,,,,,,,,
20RFA,2020.0,FY,IFRS,,,,,,1.0,1.0,,8.765198148078587e+23,,369.0,,,,,
RFA,2023.0,FY,IFRS,3.8996431623034005e+21,,,,,18.0,2023.0,,,,,,,,6.0,
RFA,2024.0,FY,IFRS,93.0,,,,,1.0,2024.0,,315.0,,1240888.0,,,,510.0,
RFS,2023.0,FY,IFRS,,,,,,1.0,2023.0,,6696894125735115.0,,,,,,,
RFS,2024.0,Q2,IFRS,4.657810587389964e+19,,,,,,1249.0,,,,635506.0,,,,,
RFS,2025.0,S1,IFRS,7.361359699636779e+19,,,,,1.0,2025.0,,2024.0,,1152182.0,,,,,
ATW,2020.0,FY,IFRS,10.4,,,,1884059.0,,33.3,7.1,2020.0,6464.0,1544190.0,,,,11.0,
ATW,2021.0,Q2,IFRS,5.797900945681076e+17,,,,7401608943344.0,,2.9,68994425713521.0,5.0,37.0,788536.0,,,,,
AWB,2019.0,FY,IFRS,5.326017135099257e+17,,,,18840597942184.0,,4.9,1224966811657608.0,5.8,1723565.0,1065250.0,,,,,
AWB,2019.0,FY,IFRS,34.0,,,,18840597942184.0,323.8,108.8,8.0,5.8,0.35,1065250.0,,,,13.5,
AWB,2019.0,FY,IFRS,34.0,,,,18840597942184.0,323.8,108.8,8.0,5.8,0.35,1065250.0,,,,13.5,
AWB,2021.0,FY,IFRS,35.0,,,,56418428943344.0,,30.1,8.2,2021.0,0.81,13.7,,,,15.0,
AWB,2022.0,FY,IFRS,17.0,,,,67294155641842.0,,38.9,3.3,2022.0,3.2,4.7,,,,15.5,
AWB,2023.0,FY,IFRS,7.26,,,,73180025489740.0,22.3,35.9,9.8,2023.0,4.0,13.3,,,,16.5,
AWB,2024.0,FY,IFRS,56.9,,,,204336097318002.0,,29.3,11.9,2024.0,4.2,1389178.0,,,,3958591438.0,
AWB,2023.0,S1,IFRS,,,,,,,,,,,,,,,,
AWB,2020.0,S1,IFRS,5.578155955326017e+17,,,,1884059.0,,2019.0,57135216270623.0,1.2,3.0,740926.0,,,,,
AWB,2020.0,S1,IFRS,5.578155955326017e+17,,,,1884059.0,,2019.0,57135216270623.0,1.2,3.0,740926.0,,,,,
AWB,2022.0,S1,IFRS,6.147841375963259e+17,,,,27270095641842.0,,4.8,73519746899442.0,16.2,12.9,776297.0,,,,,
AWB,2024.0,S1,IFRS,6.924585816590058e+17,,,,71590607863563.0,,16.6,22.9,35.7,2272692.0,691468.0,,,,,
AWB,,S1,,,,,,,,,,,,,,,,,
CIH,2019.0,FY,IFRS,41.953,41.953,,,29.033,,2019.0,1.2,23.0,249.9,5.0,,13.0,,14.0,
CIH,2022.0,FY,IFRS,,,,,,,,,,,,,,,,
CIH,2023.0,FY,IFRS,,,,,260.134,,2786.5,1.0,710.393,504.971,1.5,,6.4,,14.0,
CIH,2020.0,S1,IFRS,78.0,78.0,,,885.585,,17.0,7.6,69.8,0.33,4.057,,,,,
CIH,2020.0,S1,IFRS,78.0,78.0,,,885.585,,17.0,7.6,69.8,0.33,4.057,,,,,
CIH,2020.0,S1,IFRS,78.0,78.0,,,885.585,,17.0,7.6,69.8,0.33,4.057,,,,,
CIH,2020.0,S1,IFRS,78.0,78.0,,,885.585,,17.0,7.6,69.8,0.33,4.057,,,,,
CIH,2023.0,S1,IFRS,,,,,,,40.9,2020.0,298.9,142.1,4.408,,,,,
CIH,2024.0,S1,IFRS,1.2696900712543374e+17,,,,21317.0,,2333.2,1.0,442.2,517.2,189397.0,,,,,
CIH,2025.0,S1,IFRS,1.493926551409714e+17,,,,928482.0,,25.0,1.0,2024.0,517.3,459579.0,,,,,
CIH,2020.0,FY,IFRS,,,,,885.585,,10.0,100.0,81.1,0.45,2019.0,,,,,
CIH,2021.0,FY,IFRS,,,,,318.308,,12.6,30.5,2021.0,54.2,3.7,,7.0,,14.0,
CIH,2024.0,FY,IFRS,1.4097138912543374e+17,,,,1577650642317.0,,11.5,1.0,2023.0,1071.6,8281.0,,6.9,,14.0,
CIH,2021.0,S1,IFRS,,,,,318.308,,7.0,48.7,45.7,46.7,64.879,,,,,
CIH,2022.0,S1,IFRS,,,,,258.085,,8.2,9.1,264.6,209.7,3.644,,,,,
DPGA,2020.0,FY,IFRS,2.0429555704251005e+21,,3.331901845407663e+19,1.8037423711636578e+19,,3.1155141093826265e+19,1.7,,,,5.182701751668048e+17,,,,,
IAM,2019.0,FY,IFRS,559656746033.0,158351566812069.0,,,6.0,7790.0,0.9,,5.2,,,,3.5,,20222.0,
IAM,2019.0,FY,IFRS,559656746033.0,158351566812069.0,,,6.0,7790.0,0.9,,5.2,,,,3.5,,20222.0,
IAM,2020.0,S1,IFRS,6485165564.0,120699275.0,,,,,2020.0,,1969.0,,,,65.4,,,
IAM,2020.0,S1,IFRS,6485165564.0,120699275.0,,,,,2020.0,,1969.0,,,,65.4,,,
RFA,2022.0,FY,IFRS,3615465654.381,,,,296.94,88.0,213.0,,,,,,,,,
JET_C,2019.0,FY,IFRS,,,,,,,,,,,,,,,,
S1,2019.0,S1,IFRS,,,,,,,,,,,,,,,,
RFA,2019.0,FY,IFRS,2724419613.141,,,,420.13,130.0,100.0,,,,8.0,,,,,
RFA,2019.0,FY,IFRS,2724419613.141,,,,420.13,130.0,100.0,,,,8.0,,,,,
RFA,2020.0,FY,IFRS,2981810158.001,,,,278.81,99568411.63,2018.0,,,,11066420.45,,,,,
RFA,2021.0,FY,IFRS,,,,,275.51,2021.0,2018.0,,,,,,,,,
RFA,2023.0,FY,IFRS,3307205042.881,,,,414.98,52061352.13,213.0,,,,29459039.37,,,,,
RFA,2024.0,FY,IFRS,3921073795.931,,,,456.66,60776282.69,3.0,,,,22253541.61,,,,,
JET,2021.0,FY,IFRS,,,,,459.59,,340.0,,5.0,,,,,,,
RFS,2020.0,Q2,IFRS,,,,,,,192.0,,20.55,,,,,,,
RFS,2022.0,Q2,IFRS,,,,,,,1367.05,,2022.0,,,,,,,
RFS,2024.0,Q2,IFRS,,,,,,,197.0,,2024.0,,,,,,,
RFS,2023.0,S1,IFRS,,,,,377.7,,1287.46,,5.0,,,,,,,
RFS,2025.0,S1,IFRS,,,,,322451389.18,,43.0,,2024.0,,,,,,,
RFS,2022.0,Q2,IFRS,6178263264.0,1491411130.0,,,,,0.6,,2827417.0,,,,77.0,,,
MAROC,2024.0,FY,IFRS,703746554365530.0,149081712613895.0,,,1.6,9.0,5.0,,,,,,44.7,20.0,,
MAROC,2020.0,FY,IFRS,635406485162131.0,127211206915668.0,,,1.6,77395.0,133511427613966.0,2018.0,,,74170.0,,50.6,20.0,2022.0,
MAROC,2021.0,FY,IFRS,617826354064851.0,149141272112069.0,,,1.6,9.0,1.0,,11.1,,,,64.0,20.0,20202.0,
MAROC,2022.0,FY,IFRS,655306178263540.0,138951491412721.0,,,1.6,9.0,5.0,,11.1,,2022.0,,34.1,20.0,,
MAROC,2023.0,FY,IFRS,655436553061782.0,171261389514914.0,,,1.6,9.0,5.0,,2022.0,,,,1.8,20.0,,
MAROC,2024.0,FY,IFRS,6554367468.0,1712612088.0,,,6949.0,,0.9,,1147.0,,,,11.6,,,
RFA,2024.0,FY,IFRS,655306554370374.0,1.3138951712614908e+16,,,6.0,9.0,1.2,,,,,,44.7,,,
RFA,2025.0,FY,IFRS,655437037475811.0,1.3171261490820478e+16,,,6.0,9.0,1.4,,290.7,,,,1.0,,,
RFS,2023.0,FY,IFRS,6553066163.0,1389514621.0,,,,,5.0,,4172885.0,,,,22.9,,,
RFS,2025.0,FY,IFRS,7037469993.0,1490817545.0,,,11885.0,,1.0,,4117.0,,,,0.5,,,
RFS,2021.0,S1,IFRS,6354062639.0,1272111813.0,,,,,2.9,,19692827.0,,,,78.3,,,
RFA,2020.0,Q1,IFRS,,,,,18.534,,2020.0,,292.0,,,,,,,
RFA,2021.0,Q1,IFRS,78091777577521.0,,,,259248.0,,10.0,,3592.0,,,,,,,
RFA,2022.0,Q1,IFRS,80598527809177.0,,,,409567730878.0,,4.0,,817.0,,,,,,,
RFA,2023.0,Q1,IFRS,78907808059852.0,,,,16097409567.0,,4320.0,,852.0,,,,,,,
RFA,2024.0,Q1,IFRS,82986837890780.0,,,,16097.0,,2024.0,,2024.0,,1805.0,,,,,
RFS,2024.0,Q1,IFRS,87497787890780.0,,,,618732174894.0,,2482035211872017.0,,62624543298545.0,,,,,,,
RFS,2020.0,S1,IFRS,69295706218199.0,,,,,,1454.0,,90.0,,,,,,,
RFS,2023.0,S1,IFRS,,,,,342.0,,6.3,,432.9,,,,5.9,,,
RFS,2025.0,S1,IFRS,,,,,,92.0,14.5,,,,1.805,,5.0,,,
RFA,2019.0,Q1,IFRS,62181995784508.0,,,,165104.0,,2909.0,,2909.0,,,,,,,
RFA,2019.0,Q1,IFRS,62181995784508.0,,,,165104.0,,2909.0,,2909.0,,,,,,,
RFS,2021.0,Q1,IFRS,81187077577521.0,,,,128775.0,,1454174228820.0,,73258185253.0,,,,,,,
RFS,2022.0,S1,IFRS,78091777946742.0,,,,72129769277.0,,1742199325114.0,,257653383891.0,,,,,,,
S1,,S1,,,,,,,,,,,,,,,,,
S1,,S1,,,,,,,,,,,,,,,,,
RFA,2020.0,FY,IFRS,404.0,,,,163.0,2019.0,46233040.0,,2019.0,,4.0,,,,,
RFA,2020.0,FY,IFRS,404.0,,,,163.0,2019.0,46233040.0,,2019.0,,4.0,,,,,
RFA,2021.0,FY,IFRS,19395.0,,,,248.0,406.0,2020.0,,1005.0,,28.0,,,,,
RFA,2022.0,FY,IFRS,1303.0,,,,4.0,509.0,2022.0,,1303.0,,358.0,,,,,
RFA,2023.0,FY,IFRS,22247.0,,,,1436.0,436.0,13191.0,,20.4,,1.3,,,,,
RFA,2024.0,FY,IFRS,20920.0,,,,61.0,2024.0,17.5,,2023.0,,343.0,,,,,
RFS,2024.0,FY,IFRS,5.5,,,,1372.0,65.0,23.1,,2023.0,,2024.0,,,,,
RFS,2022.0,S1,IFRS,212951939519009.8,,,,344.0,429.0,59063465244170.5,,444.0,,2022.0,,,,,
RFS,2023.0,S1,IFRS,4.8,,,,,,4044351852614.9,,64.8,,148.0,,,,,
RFS,2025.0,S1,IFRS,1.1,,,,2024.0,2025.0,2.23,,17.0,,2025.0,,,,,
RFA,2019.0,FY,IFRS,7.0,,,,96.0,,5124461750711.0,,2019.0,,18141.0,,,,,
RFA,2019.0,FY,IFRS,7.0,,,,96.0,,5124461750711.0,,2019.0,,18141.0,,,,,
RFS,2020.0,Q2,IFRS,1.0444088886955016e+23,,,,958.0,117.0,12.7,,625696.0,,176.0,,,,,
RFS,2020.0,Q2,IFRS,1.0444088886955016e+23,,,,958.0,117.0,12.7,,625696.0,,176.0,,,,,
RFS,2021.0,Q2,IFRS,1011398352783.0,,,,526.0,103.0,12.7,,437.0,,2021.0,,,,,
TGCC,2021.0,FY,IFRS,,,,,71677951.0,,1999.0,,100.0,,209.0,,,316398502816666.0,,
TGCC,2022.0,FY,IFRS,,,,,,,2013.0,,4.0,,367.0,,,3163985031639850.0,,
TGCC,2023.0,FY,IFRS,362.0,,,,,,2013.0,,,,34141190.0,,2023.0,3163985031639850.0,,
TGCC,2024.0,FY,IFRS,753492498218.0,,,,,,2.0,,,,34143414.0,,11.5,3163985031639850.0,,
TGCC,2020.0,FY,IFRS,61959445254064.0,,,,,,28601512239722.0,,2022.0,,17071707.0,,,,,
TGCC,2022.0,Q2,IFRS,51828465060967.0,,,,,,22397221171177.0,,47.0,,,,,,,
TGCC,2023.0,Q2,IFRS,81542376935765.0,,,,,,19.0,,,,17071707.0,,,,,
TGCC,2025.0,S1,IFRS,1.4725756865374014e+22,,,,,,120243902.0,,416.0,,59496170759496.0,,,,,
-----------------------------------------------------------------------------------
AKT,2022,FY,IFRS,3034.01,1277.96,433.58,281.48,530.26,384.59,1034.78,282.46,98.57,99.08,464.0,806.0,12666670,0.0,490.0
AKT,2023,FY,IFRS,3899.64,1425.57,1067.19,118.55,206.45,699.14,1907.33,512.56,197.79,211.57,239.0,998.0,12666670,3.25,482.0
AKT,2024,FY,IFRS,6368.0,2638.51,1429.0,623.0,576.0,976.0,2954.0,839.0,348.0,169.0,2605.0,14159207,6.0,1142.0
IAM,2024,T4,IFRS,70374,14908,55285,15089,-14200,11200,36699,19100,1801,0,13038,10500,7500,879095340,N/A,94.50
IAM,2023,T4,IFRS,65543,17126,51672,13871,-15400,10850,36786,19300,5283,0,7695,15200,7838,879095340,4.20,102.00
IAM,2022,T4,IFRS,65530,13895,49857,15673,-16100,10400,35731,18500,2750,0,9513,11300,7500,879095340,2.19,108.00
IAM,2021,T4,IFRS,64200,14500,50100,14100,-15200,10100,35790,18600,5850,0,11800,12100,5400,879095340,4.83,138.00
IAM,2020,T4,IFRS,63540,12721,5314,14960,-14800,9800,36769,19100,5423,0,11200,11800,3100,879095340,4.01,145.00
IAM,2019,T4,IFRS,64851,12069,4939,13365,-15500,9500,36517,18900,2726,0,10600,10900,6800,879095340,5.54,148.00
IAM,2018,T4,IFRS,62131,15668,4185,14078,-13900,9200,36032,18500,6010,0,10200,11400,5700,879095340,6.83,142.00
TQM,2024,T4,IFRS,21800,6850,7800,950,1650,2600,12800,3650,1220,0,840,2350,320,23590224,37.00,1520.00
TQM,2023,T4,IFRS,22150,6540,8450,900,1620,2750,13250,3680,1315,0,835,2450,290,23590224,35.00,1210.00
TQM,2022,T4,IFRS,22534,6226,9090,875,1524,2884,13604,3725,1303,0,812,2261,242,23590224,35.00,1115.00
TQM,2021,T4,IFRS,19395,5749,9634,0,1553,1763,7812,3243,1005,0,812,1965,213,23590224,35.00,1140.00
TQM,2020,T4,IFRS,18450,5310,10450,250,1250,1580,7780,3120,810,0,795,1820,380,23590224,33.00,1020.00
TQM,2019,T4,IFRS,18950,5220,11100,320,1320,1640,9120,3450,1055,0,785,2050,420,23590224,33.00,1090.00
TQM,2018,T4,IFRS,19400,5080,11600,410,1180,1720,9050,3380,965,0,770,1980,460,23590224,33.00,1130.00
TQM,2017,T4,IFRS,19850,4850,12200,450,1050,1650,8850,3250,915,0,755,1850,420,23590224,30.00,890.00
TQM,2016,T4,IFRS,20150,4520,13100,520,950,1580,8150,2950,855,0,740,1720,380,23590224,25.00,750.00
TQM,2015,T4,IFRS,20800,4210,14200,580,820,1450,8920,3120,832,0,730,1680,350,23590224,20.00,540.00
TQM,2014,T4,IFRS,21200,3850,15500,650,750,1320,7450,2650,710,0,715,1450,310,23590224,15.00,420.00
CIH,2017,T4,IFRS,51200,4850,2150,3850,3250,36500,2020,880,435,-195,170,1100,215,28205421,14.00,305.00
CIH,2016,T4,IFRS,45800,4520,1850,3200,2950,32500,1850,810,412,-180,160,950,190,26608925,14.00,275.00
CIH,2015,T4,IFRS,42500,4210,1500,2850,2650,29500,1780,780,515,-85,150,880,175,26608925,14.00,260.00
CIH,2014,T4,IFRS,38500,3850,1200,2450,2410,26500,1650,720,505,-75,145,820,160,26608925,14.00,255.00
CIH,2013,T4,IFRS,34200,3520,950,2100,2150,24500,1550,650,485,-65,135,750,145,26608925,12.00,230.00
CIH,2012,T4,IFRS,31500,3320,850,1850,1950,22500,1480,610,420,-115,125,680,135,26608925,10.00,245.00
CIH,2011,T4,IFRS,29500,3150,720,1650,1750,20500,1410,580,380,-125,115,620,120,22617636,10.00,295.00
CIH,2010,T4,IFRS,28100,2980,650,1450,1550,18500,1350,550,350,-135,110,580,110,22617636,10.00,310.00
CIH,2018,T4,IFRS,74500,5850,8500,2800,2100,42500,2285,680,385,180,120,850,180,26608109,12.0,285.0
CIH,2019,T4,IFRS,79200,6150,9200,3100,2350,46800,2450,720,400,195,135,920,200,26608109,12.0,270.0
CIH,2020,T4,IFRS,89500,6518,10500,3500,2800,52300,2759,650,44,520,145,1100,150,30520000,8.0,255.0
CIH,2021,T4,IFRS,106400,7261,12800,4200,3200,60900,3106,932,603,280,155,1350,220,30520000,14.0,339.0
CIH,2022,T4,IFRS,117200,7083,15200,4800,3500,68500,3517,1066,669,320,165,1500,280,30520000,14.0,304.0
CIH,2023,T4,IFRS,125400,7543,18500,5200,3700,78200,4468,1196,710,380,175,1750,320,30520000,14.0,352.0
CIH,2024,T4,IFRS,141000,8437,20304,5000,3900,105100,4739,1587,875,450,185,2100,380,31497000,14.0,395.0
ADI,2024,T4,IFRS,11850,4210,1850,420,-1150,2100,2382,580,302,0,45,410,35,22088028,4.00,505.00
ADI,2023,T4,IFRS,11240,3880,1920,480,-1220,1950,2044,495,239,0,42,380,28,22088028,0.00,248.00
ADI,2022,T4,IFRS,11050,3640,2150,510,-1450,1820,1628,410,178,0,40,320,22,22088028,0.00,52.40
ADI,2021,T4,IFRS,11480,3450,2480,550,-1820,1740,1428,340,119,0,38,290,18,22088028,0.00,36.50
ADI,2020,T4,IFRS,12100,3320,2950,720,-2250,1680,1271,110,-437,0,35,-150,15,22088028,0.00,32.10
ADI,2019,T4,IFRS,13250,3780,3420,850,-2680,1850,2063,380,74,0,32,240,25,22088028,0.00,48.00
ADI,2018,T4,IFRS,14100,3650,4100,980,-3150,2150,3283,640,302,0,30,510,40,22088028,0.00,82.00
TGCC,2024,T4,IFRS,7850,2850,1150,680,-820,3850,8055,1177,522,0,250,980,175,31639850,11.50,420.00
TGCC,2023,T4,IFRS,6920,2480,950,720,-1120,3420,7290,817,363,0,225,640,326,31639850,9.50,218.00
TGCC,2022,T4,IFRS,5840,2210,840,650,-980,2850,5230,680,245,0,210,420,280,31639850,7.00,128.00
TGCC,2021,T4,IFRS,5120,2050,780,520,-650,2420,3750,540,190,0,195,380,190,31639850,6.00,165.00
TGCC,2020,T4,IFRS,4250,1420,620,480,-480,2150,2250,210,35,0,180,-120,110,22000000,0.00,N/A
TGCC,2019,T4,IFRS,4580,1410,580,450,-420,2380,3050,490,175,0,175,310,140,22000000,0.00,N/A
TGCC,2018,T4,IFRS,4320,1350,540,420,-380,2240,2980,460,160,0,165,290,125,22000000,0.00,N/A
ATW,2025,T4,IFRS,795461,43423,17256,63464,34532,447885,34921,21698,10645,-3665,1423,12500,2360,215140839,N/A,585.00
ATW,2024,T4,IFRS,726493,37791,17344,58977,27723,413591,34507,22044,9504,-4210,1385,11200,2180,215140839,19.00,542.00
ATW,2023,T4,IFRS,659006,32786,16850,48473,36303,392650,29915,18320,9136,-3850,1250,9800,1950,215140839,16.50,470.00
ATW,2022,T4,IFRS,624300,29850,15420,42150,32100,365200,26200,15450,6050,-4120,1180,8500,1820,215140839,15.50,395.00
ATW,2021,T4,IFRS,601000,27420,14850,38540,28450,348100,24350,13820,5140,-3520,1120,7200,1650,215140839,13.00,480.00
ATW,2020,T4,IFRS,575300,25150,14120,35280,25180,334500,23850,12950,3015,-5480,1050,4100,1420,209859679,0.00,418.00
ATW,2019,T4,IFRS,563200,24850,13560,32450,23450,325400,23500,13150,5820,-2250,980,6800,1580,209859679,13.50,495.00
ATW,2018,T4,IFRS,533500,23120,12850,30120,21250,312800,22400,12640,5680,-1980,920,6500,1450,203527225,13.00,450.00
ATW,2017,T4,IFRS,475000,21800,11200,28500,19500,285000,21600,11950,5380,-1850,880,6200,1380,203527225,12.50,485.00
ATW,2016,T4,IFRS,438000,20500,10500,26800,18200,268000,19700,10800,4780,-1720,840,5800,1250,201104711,12.00,410.00
ATW,2015,T4,IFRS,412000,19800,9800,25100,16500,252000,19000,10500,4530,-2150,810,5400,1180,201104711,11.00,345.00
ATW,2014,T4,IFRS,395000,18500,9200,23800,15200,241000,18500,10200,4420,-1950,780,5100,1120,198545220,10.00,342.00
ATW,2013,T4,IFRS,378000,17200,8500,22500,14100,232000,17800,9800,4340,-1820,750,4850,1080,198545220,10.00,305.00
ATW,2012,T4,IFRS,355000,16500,7800,21200,12800,215000,17100,9400,4510,-1250,720,4600,1020,198545220,11.00,315.00
ATW,2011,T4,IFRS,325000,15800,6500,19800,11500,198000,14800,8200,4450,-950,680,4200,950,195420110,10.50,385.00
ATW,2010,T4,IFRS,305000,14200,5200,18500,10200,182000,13400,7500,4020,-880,650,3800,880,195420110,10.00,420.00
JET,2024,T4,IFRS,4850,855,820,650,-717,2150,3130,385,130,0,95,310,120,3115556,5.00,1550.00
JET,2023,T4,IFRS,4120,745,880,590,-750,1850,2230,285,69,0,88,240,85,3115556,2.00,285.00
JET,2022,T4,IFRS,3850,695,920,550,-840,1680,1840,210,28,0,82,180,60,3115556,0.00,195.00
JET,2021,T4,IFRS,3680,680,950,520,-910,1550,1620,185,12,0,80,140,45,3115556,0.00,220.00
JET,2020,T4,IFRS,3450,665,980,480,-880,1420,1380,90,-65,0,78,-110,35,3115556,0.00,180.00
JET,2019,T4,IFRS,3720,720,850,440,-780,1620,1750,240,65,0,75,220,55,3115556,3.50,310.00
JET,2018,T4,IFRS,3580,690,780,410,-690,1540,1580,220,58,0,72,210,50,3115556,4.00,340.00
MSA,2024,T4,IFRS,8299,3156,1598,435,2390,664,5008,2450,1267,0,520,2150,480,73395600,11.50,435.00
MSA,2023,T4,IFRS,7891,2513,2032,410,2007,599,4320,2055,852,0,495,1850,410,73395600,8.50,275.00
MSA,2022,T4,IFRS,7580,2350,2250,380,1850,545,3949,1880,817,0,480,1650,390,73395600,8.00,215.00
MSA,2021,T4,IFRS,7120,2180,2480,350,1420,510,3592,1620,666,0,460,1480,550,73395600,7.50,250.00
MSA,2020,T4,IFRS,6850,1950,2150,320,950,480,3004,1350,292,0,440,1100,620,73395600,8.00,205.00
MSA,2019,T4,IFRS,6980,2050,1850,280,1150,520,2900,1320,605,0,425,1250,450,73395600,9.70,200.00
MSA,2018,T4,IFRS,6720,1920,1620,250,1080,495,2750,1280,550,0,410,1210,420,73395600,9.30,185.00
----------------------------------------------------------
IAM,2010,T1,IFRS,,,,,,,7450,4100,,,,,,879095340,,155.0
IAM,2010,T2,IFRS,52800.0,18500.0,8200.0,2100.0,3200.0,5800.0,15200,8400,4850.0,,2100.0,6200.0,2800.0,879095340,,148.0
IAM,2010,T3,IFRS,,,,,,,22800,12500,,,,,,879095340,,152.0
IAM,2010,T4,IFRS,54200.0,19200.0,7800.0,2300.0,4100.0,6200.0,30611,16800,9850.0,,4200.0,12500.0,5600.0,879095340,9.7,158.0
IAM,2011,T1,IFRS,,,,,,,7600,4200,,,,,,879095340,,145.0
IAM,2011,T2,IFRS,55100.0,19800.0,7500.0,2400.0,3800.0,6100.0,15500,8600,4950.0,,2200.0,6400.0,2900.0,879095340,,138.0
IAM,2011,T3,IFRS,,,,,,,23200,12800,,,,,,879095340,,132.0
IAM,2011,T4,IFRS,56800.0,20500.0,7200.0,2600.0,4500.0,6400.0,31378,17200,9650.0,,4400.0,12800.0,5800.0,879095340,9.4,128.0
IAM,2012,T1,IFRS,,,,,,,7350,4000,,,,,,879095340,,118.0
IAM,2012,T2,IFRS,57200.0,20800.0,7000.0,2800.0,4200.0,6300.0,15000,8200,4700.0,,2300.0,6100.0,3000.0,879095340,,112.0
IAM,2012,T3,IFRS,,,,,,,22500,12200,,,,,,879095340,,108.0
IAM,2012,T4,IFRS,58500.0,21200.0,6800.0,3000.0,4800.0,6500.0,30228,16400,8950.0,,4600.0,12200.0,6000.0,879095340,8.8,105.0
IAM,2013,T1,IFRS,,,,,,,7200,3900,,,,,,879095340,,98.0
IAM,2013,T2,IFRS,59000.0,21500.0,6500.0,3200.0,4500.0,6400.0,14700,8000,4500.0,,2400.0,5900.0,3100.0,879095340,,92.0
IAM,2013,T3,IFRS,,,,,,,22000,11900,,,,,,879095340,,95.0
IAM,2013,T4,IFRS,60200.0,22000.0,6200.0,3400.0,5200.0,6600.0,29536,15900,8450.0,,4800.0,11800.0,6200.0,879095340,8.2,100.0
IAM,2014,T1,IFRS,,,,,,,7100,3800,,,,,,879095340,,105.0
IAM,2014,T2,IFRS,61500.0,22500.0,6000.0,3500.0,5000.0,6500.0,14500,7800,4350.0,,2500.0,5700.0,3200.0,879095340,,110.0
IAM,2014,T3,IFRS,,,,,,,21700,11600,,,,,,879095340,,115.0
IAM,2014,T4,IFRS,62800.0,23000.0,5800.0,3600.0,5500.0,6700.0,29144,15500,8100.0,,5000.0,11500.0,6400.0,879095340,7.8,120.0
IAM,2015,T1,IFRS,,,,,,,7000,3700,,,,,,879095340,,125.0
IAM,2015,T2,IFRS,63500.0,23500.0,5600.0,3700.0,5300.0,6600.0,14300,7600,4200.0,,2600.0,5500.0,3300.0,879095340,,130.0
IAM,2015,T3,IFRS,,,,,,,21400,11300,,,,,,879095340,,128.0
IAM,2015,T4,IFRS,64800.0,24000.0,5400.0,3800.0,5800.0,6800.0,28752,15100,7800.0,,5200.0,11200.0,6600.0,879095340,7.5,132.0
IAM,2016,T1,IFRS,,,,,,,6900,3600,,,,,,879095340,,135.0
IAM,2016,T2,IFRS,65200.0,24500.0,5200.0,3900.0,5600.0,6700.0,14100,7400,4100.0,,2700.0,5300.0,3400.0,879095340,,138.0
IAM,2016,T3,IFRS,,,,,,,21100,11000,,,,,,879095340,,140.0
IAM,2016,T4,IFRS,66500.0,25000.0,5000.0,4000.0,6100.0,6900.0,28360,14700,7500.0,,5400.0,10900.0,6800.0,879095340,7.2,142.0
IAM,2017,T1,IFRS,,,,,,,6800,3500,,,,,,879095340,,145.0
IAM,2017,T2,IFRS,67000.0,25500.0,4800.0,4100.0,5900.0,6800.0,13900,7200,4000.0,,2800.0,5100.0,3500.0,879095340,,148.0
IAM,2017,T3,IFRS,,,,,,,20800,10700,,,,,,879095340,,150.0
IAM,2017,T4,IFRS,68200.0,26000.0,4600.0,4200.0,6400.0,7000.0,27968,14300,7200.0,,5600.0,10600.0,7000.0,879095340,6.9,152.0
IAM,2018,T1,IFRS,68500.0,26200.0,4500.0,4300.0,6200.0,7100.0,8950,4650,1450.0,,1450.0,2650.0,1800.0,879095340,,148.0
IAM,2018,T2,IFRS,69200.0,26800.0,4400.0,4400.0,6500.0,7200.0,17850,9250,2900.0,,2900.0,5300.0,3600.0,879095340,,145.0
IAM,2018,T3,IFRS,69800.0,27200.0,4300.0,4500.0,6300.0,7300.0,26750,13850,4350.0,,4350.0,7950.0,5400.0,879095340,,142.0
IAM,2018,T4,IFRS,70500.0,27800.0,4200.0,4600.0,6800.0,7400.0,35862,18500,5800.0,,5800.0,10600.0,7200.0,879095340,6.6,140.0
IAM,2019,T1,IFRS,70800.0,28000.0,4100.0,4700.0,6600.0,7500.0,9100,4700,1500.0,,1500.0,2700.0,1850.0,879095340,,138.0
IAM,2019,T2,IFRS,71500.0,28500.0,4000.0,4800.0,6900.0,7600.0,18200,9400,3000.0,,3000.0,5400.0,3700.0,879095340,,135.0
IAM,2019,T3,IFRS,72200.0,29000.0,3900.0,4900.0,6700.0,7700.0,27300,14100,4500.0,,4500.0,8100.0,5550.0,879095340,,132.0
IAM,2019,T4,IFRS,73000.0,29500.0,3800.0,5000.0,7200.0,7800.0,36517,18800,6000.0,,6000.0,10800.0,7400.0,879095340,6.4,130.0
